id,wave,vd,vi,cov
e0LV4J,1,2,5,16
e0LV4J,2,1,3,15
e0LV4J,3,2,5,17
e0LVDx,1,0,0,0
e0LVDx,2,0,0,0
e0LVDx,3,0,0,0
e0LVnJ,1,0,0,1
e0LVnJ,2,0,0,0
e0LVnJ,3,0,0,1
e0Lxm9,1,0,2,1
e0Lxm9,2,0,1,3
e0Lxm9,3,0,0,2
e0LyQ3,1,0,4,8
e0LyQ3,2,0,2,7
e0LyQ3,3,0,5,5
e0LyW0,1,0,3,4
e0LyW0,2,0,3,11
e0LyW0,3,0,3,3
e0Q5ZQ,1,0,6,11
e0Q5ZQ,2,0,4,15
e0Q5ZQ,3,1,3,9
e0QNvr,1,0,1,9
e0QNvr,2,0,2,16
e0QNvr,3,0,4,15
e0QOdx,1,1,6,12
e0QOdx,2,1,6,12
e0QOdx,3,0,4,12
e0QyB0,1,0,0,0
e0QyB0,2,0,0,0
e0QyB0,3,0,1,1
e0Qzd9,1,0,0,3
e0Qzd9,2,0,0,6
e0Qzd9,3,0,0,4
e0Qzn3,1,0,3,0
e0Qzn3,2,0,3,0
e0Qzn3,3,0,5,2
e0Y4d9,1,0,4,4
e0Y4d9,2,0,1,5
e0Y4d9,3,0,0,0
e0Y8or,1,4,1,7
e0Y8or,2,2,1,8
e0Y8or,3,0,1,1
e0YaJo,1,0,3,11
e0YaJo,2,0,2,15
e0YaJo,3,0,2,11
e0Yawr,1,1,2,0
e0Yawr,2,4,3,16
e0Yawr,3,2,3,0
e0Yg1J,1,0,1,0
e0Yg1J,2,0,1,0
e0Yg1J,3,0,1,1
e0YgE0,1,0,0,0
e0YgE0,2,0,0,0
e0YgE0,3,0,1,0
e0YmzN,1,0,2,1
e0YmzN,2,0,2,2
e0YmzN,3,0,0,3
e0Yx0Q,1,0,0,1
e0Yx0Q,2,0,0,0
e0Yx0Q,3,0,0,0
e0Yzpr,1,0,4,0
e0Yzpr,2,0,1,0
e0Yzpr,3,0,3,0
e0Z909,1,0,0,1
e0Z909,2,0,0,0
e0Z909,3,0,0,0
e0ZD9Q,1,0,5,14
e0ZD9Q,2,0,2,14
e0ZD9Q,3,0,2,8
e0ZDLr,1,0,1,1
e0ZDLr,2,0,1,0
e0ZDLr,3,0,1,1
e0ZkDB,1,0,1,0
e0ZkDB,2,0,0,2
e0ZkDB,3,0,0,0
e0ZkGK,1,0,0,0
e0ZkGK,2,0,0,0
e0ZkGK,3,0,0,0
e109OL,1,0,1,6
e109OL,2,0,1,2
e109OL,3,0,2,2
e109Y1,1,0,6,1
e109Y1,2,0,4,5
e109Y1,3,NA,NA,NA
e10AVZ,1,0,2,1
e10AVZ,2,0,1,2
e10AVZ,3,0,1,3
e10D10,1,0,3,3
e10D10,2,0,3,2
e10D10,3,0,3,3
e10DOZ,1,0,0,2
e10DOZ,2,NA,NA,NA
e10DOZ,3,NA,NA,NA
e10Dr0,1,0,3,8
e10Dr0,2,0,4,5
e10Dr0,3,0,0,4
e10g5P,1,0,0,10
e10g5P,2,0,0,7
e10g5P,3,0,0,6
e10PxP,1,0,2,1
e10PxP,2,0,2,3
e10PxP,3,0,2,0
e10QMY,1,0,3,10
e10QMY,2,0,6,6
e10QMY,3,0,6,6
e10rkL,1,0,2,10
e10rkL,2,0,1,2
e10rkL,3,0,1,1
e10wJZ,1,0,2,0
e10wJZ,2,0,0,0
e10wJZ,3,0,0,0
e10wZ6,1,0,1,0
e10wZ6,2,0,1,0
e10wZ6,3,0,1,0
e10YRq,1,0,1,9
e10YRq,2,0,1,6
e10YRq,3,0,2,5
e10Yrz,1,0,1,2
e10Yrz,2,0,1,1
e10Yrz,3,0,1,2
e10zmL,1,0,3,1
e10zmL,2,2,5,14
e10zmL,3,0,3,2
e19Wb6,1,0,0,2
e19Wb6,2,0,0,4
e19Wb6,3,0,0,2
e1a30q,1,0,1,6
e1a30q,2,NA,NA,NA
e1a30q,3,NA,NA,NA
e1a6j0,1,1,5,15
e1a6j0,2,NA,1,22
e1a6j0,3,0,5,8
e1ab0z,1,0,6,8
e1ab0z,2,NA,NA,NA
e1ab0z,3,0,0,2
e1abGO,1,0,6,11
e1abGO,2,0,6,14
e1abGO,3,0,4,11
e1aEgZ,1,0,3,8
e1aEgZ,2,0,0,1
e1aEgZ,3,0,0,16
e1aJE6,1,0,1,2
e1aJE6,2,0,1,3
e1aJE6,3,0,0,1
e1aJkq,1,0,1,0
e1aJkq,2,NA,NA,NA
e1aJkq,3,NA,NA,NA
e1aJoY,1,0,1,0
e1aJoY,2,0,0,0
e1aJoY,3,0,0,0
e1aJOz,1,0,2,4
e1aJOz,2,NA,NA,NA
e1aJOz,3,NA,NA,NA
e1aJrL,1,0,0,3
e1aJrL,2,0,0,3
e1aJrL,3,0,1,3
e1aqZ1,1,2,4,21
e1aqZ1,2,1,4,7
e1aqZ1,3,1,3,10
e1aWBP,1,0,1,0
e1aWBP,2,0,2,2
e1aWBP,3,0,2,2
e1aYnO,1,0,1,0
e1aYnO,2,0,1,1
e1aYnO,3,0,0,1
e1j50L,1,0,1,10
e1j50L,2,0,0,11
e1j50L,3,0,0,2
e1jDMq,1,0,3,2
e1jDMq,2,NA,3,3
e1jDMq,3,NA,3,1
e1jMYO,1,0,4,9
e1jMYO,2,0,5,13
e1jMYO,3,0,5,13
e1jNA0,1,0,3,0
e1jNA0,2,0,3,0
e1jNA0,3,0,1,0
e1jzQP,1,1,1,13
e1jzQP,2,1,2,13
e1jzQP,3,0,2,0
e1k36Z,1,0,2,9
e1k36Z,2,0,2,5
e1k36Z,3,NA,NA,NA
e1kzRL,1,0,0,9
e1kzRL,2,0,0,10
e1kzRL,3,0,2,11
e1m61O,1,0,4,9
e1m61O,2,0,0,2
e1m61O,3,0,0,4
e1m88d,1,0,3,4
e1m88d,2,0,1,2
e1m88d,3,0,1,0
e1mbYO,1,0,0,8
e1mbYO,2,0,1,8
e1mbYO,3,NA,1,0
e1mbz6,1,0,4,10
e1mbz6,2,0,4,8
e1mbz6,3,NA,NA,NA
e1md66,1,0,3,7
e1md66,2,0,3,13
e1md66,3,0,4,13
e1mda6,1,0,2,7
e1mda6,2,0,2,4
e1mda6,3,NA,NA,NA
e1mddP,1,0,4,0
e1mddP,2,NA,5,9
e1mddP,3,0,4,12
e1mdR0,1,0,4,18
e1mdR0,2,1,3,11
e1mdR0,3,0,2,14
e1mGjP,1,0,3,7
e1mGjP,2,0,3,6
e1mGjP,3,0,3,14
e1mKDZ,1,0,2,1
e1mKDZ,2,NA,4,0
e1mKDZ,3,0,2,1
e1mKK6,1,0,0,0
e1mKK6,2,NA,NA,NA
e1mKK6,3,NA,NA,NA
e1mKQ6,1,0,2,0
e1mKQ6,2,0,2,0
e1mKQ6,3,NA,NA,NA
e1mlPP,1,0,1,9
e1mlPP,2,0,1,8
e1mlPP,3,0,4,14
e1mN8Z,1,0,6,17
e1mN8Z,2,0,6,13
e1mN8Z,3,0,6,16
e1mNm1,1,0,2,0
e1mNm1,2,0,2,4
e1mNm1,3,0,2,2
e1mPAd,1,0,0,3
e1mPAd,2,0,0,0
e1mPAd,3,0,0,1
e1mPGq,1,0,6,14
e1mPGq,2,0,2,7
e1mPGq,3,0,4,8
e1mPO0,1,0,1,0
e1mPO0,2,0,1,3
e1mPO0,3,0,1,0
e1mqJ6,1,0,2,3
e1mqJ6,2,0,1,3
e1mqJ6,3,0,3,0
e1mqqL,1,0,0,14
e1mqqL,2,0,4,19
e1mqqL,3,0,1,10
e1mwn6,1,NA,2,6
e1mwn6,2,NA,NA,NA
e1mwn6,3,NA,NA,NA
e1mwNO,1,0,2,0
e1mwNO,2,0,0,0
e1mwNO,3,NA,NA,NA
e1WB67,1,0,3,0
e1WB67,2,0,2,0
e1WB67,3,0,0,0
e1Z9B6,1,0,0,16
e1Z9B6,2,1,0,14
e1Z9B6,3,2,6,19
e1Z9L6,1,0,3,4
e1Z9L6,2,0,4,6
e1Z9L6,3,0,4,7
e1Z9vq,1,0,3,18
e1Z9vq,2,0,6,18
e1Z9vq,3,0,2,18
e1Zk9P,1,0,3,0
e1Zk9P,2,0,1,0
e1Zk9P,3,NA,NA,NA
e1ZkPL,1,0,6,20
e1ZkPL,2,NA,NA,NA
e1ZkPL,3,NA,NA,NA
e1Zn01,1,0,2,1
e1Zn01,2,0,3,2
e1Zn01,3,0,4,0
e1Zn1P,1,2,5,0
e1Zn1P,2,NA,NA,NA
e1Zn1P,3,NA,NA,NA
e6b95P,1,0,1,10
e6b95P,2,0,0,10
e6b95P,3,0,1,7
e6b9Yg,1,0,2,13
e6b9Yg,2,0,2,6
e6b9Yg,3,0,1,5
e6bnVD,1,0,3,5
e6bnVD,2,0,1,0
e6bnVD,3,0,1,1
e6bxam,1,0,3,4
e6bxam,2,0,3,9
e6bxam,3,0,3,3
e6bxAr,1,0,2,9
e6bxAr,2,NA,NA,NA
e6bxAr,3,NA,NA,NA
e6bxwr,1,0,3,3
e6bxwr,2,4,4,4
e6bxwr,3,0,3,5
e6k1QD,1,0,1,19
e6k1QD,2,0,0,20
e6k1QD,3,0,0,20
e6k9Nr,1,0,1,7
e6k9Nr,2,NA,2,20
e6k9Nr,3,NA,NA,NA
e6k9vg,1,0,1,4
e6k9vg,2,0,1,8
e6k9vg,3,0,1,4
e6k9Zm,1,0,4,2
e6k9Zm,2,0,3,3
e6k9Zm,3,NA,NA,NA
e6kApr,1,0,4,19
e6kApr,2,0,6,22
e6kApr,3,2,6,22
e6kK9g,1,0,6,15
e6kK9g,2,NA,NA,NA
e6kK9g,3,NA,NA,NA
e6kKRg,1,0,3,2
e6kKRg,2,0,2,0
e6kKRg,3,0,2,1
e6kNd1,1,0,3,17
e6kNd1,2,NA,NA,NA
e6kNd1,3,NA,NA,NA
e6kNEd,1,0,1,13
e6kNEd,2,0,1,8
e6kNEd,3,0,1,12
e6koJ5,1,NA,4,20
e6koJ5,2,NA,NA,NA
e6koJ5,3,NA,NA,NA
e6kolg,1,0,3,13
e6kolg,2,0,5,11
e6kolg,3,0,3,9
e6kOPg,1,0,3,16
e6kOPg,2,0,3,8
e6kOPg,3,0,2,5
e6kORP,1,0,1,3
e6kORP,2,0,2,1
e6kORP,3,0,1,4
e6koZg,1,0,0,0
e6koZg,2,0,0,9
e6koZg,3,NA,NA,NA
e6kqpr,1,0,2,12
e6kqpr,2,0,3,8
e6kqpr,3,0,1,7
e6kwg8,1,0,6,21
e6kwg8,2,0,6,8
e6kwg8,3,0,6,13
e6kwzg,1,0,0,0
e6kwzg,2,0,0,0
e6kwzg,3,0,0,4
e6kxqx,1,0,3,5
e6kxqx,2,0,4,3
e6kxqx,3,0,1,2
e6n1wD,1,2,6,12
e6n1wD,2,4,4,21
e6n1wD,3,NA,NA,NA
e6n9Jk,1,0,0,3
e6n9Jk,2,0,1,6
e6n9Jk,3,0,0,6
e6nv31,1,0,0,0
e6nv31,2,0,0,0
e6nv31,3,0,1,0
e6qB12,1,0,3,0
e6qB12,2,0,0,0
e6qB12,3,0,0,2
e6QdB1,1,3,6,1
e6QdB1,2,3,6,12
e6QdB1,3,2,2,0
e6QDd1,1,0,2,16
e6QDd1,2,0,3,16
e6QDd1,3,0,2,10
e6QdDd,1,0,0,0
e6QdDd,2,0,0,0
e6QdDd,3,0,0,0
e6QJAm,1,0,0,3
e6QJAm,2,0,0,3
e6QJAm,3,1,0,4
e6QJbm,1,0,0,4
e6QJbm,2,0,1,3
e6QJbm,3,0,0,0
e6QOGD,1,0,3,4
e6QOGD,2,NA,6,13
e6QOGD,3,2,1,15
e6QvYd,1,0,1,0
e6QvYd,2,0,0,0
e6QvYd,3,0,0,0
e6QwWg,1,2,6,22
e6QwWg,2,1,0,21
e6QwWg,3,0,0,7
e6rYke,1,0,5,8
e6rYke,2,1,4,9
e6rYke,3,1,6,16
e6WkJP,1,2,6,10
e6WkJP,2,1,3,17
e6WkJP,3,NA,6,0
e6x3lk,1,0,0,3
e6x3lk,2,0,2,3
e6x3lk,3,0,1,3
e6x9ED,1,0,4,5
e6x9ED,2,NA,NA,NA
e6x9ED,3,NA,NA,NA
e6xB1D,1,0,0,5
e6xB1D,2,0,4,3
e6xB1D,3,0,4,3
e6xBkD,1,0,4,13
e6xBkD,2,0,4,7
e6xBkD,3,0,3,6
e6xNVr,1,0,1,0
e6xNVr,2,0,0,0
e6xNVr,3,0,0,0
e6xQnm,1,0,0,1
e6xQnm,2,0,0,0
e6xQnm,3,0,0,0
e6xQVr,1,0,0,0
e6xQVr,2,0,0,0
e6xQVr,3,0,0,0
e6xyG8,1,0,1,11
e6xyG8,2,0,1,11
e6xyG8,3,0,1,11
e6Y4jm,1,0,4,17
e6Y4jm,2,0,3,9
e6Y4jm,3,0,3,6
e6YGa5,1,0,0,6
e6YGa5,2,0,0,4
e6YGa5,3,0,1,4
e6YGg8,1,0,0,0
e6YGg8,2,0,1,2
e6YGg8,3,0,1,2
e6YGOr,1,0,0,0
e6YGOr,2,0,1,0
e6YGOr,3,0,0,0
e6YgY5,1,0,4,1
e6YgY5,2,0,4,2
e6YgY5,3,0,3,2
e6YGyr,1,0,0,5
e6YGyr,2,0,0,3
e6YGyr,3,0,0,2
e6YL4g,1,0,2,1
e6YL4g,2,NA,NA,NA
e6YL4g,3,0,2,7
e6YO4g,1,0,4,0
e6YO4g,2,0,0,0
e6YO4g,3,0,3,0
e6YODk,1,0,2,3
e6YODk,2,0,3,2
e6YODk,3,0,2,3
e6YOr1,1,0,3,5
e6YOr1,2,0,0,3
e6YOr1,3,0,0,4
e6Yovk,1,0,0,0
e6Yovk,2,0,0,0
e6Yovk,3,0,0,0
e6YRg5,1,0,3,2
e6YRg5,2,1,1,10
e6YRg5,3,1,0,12
e6YzB5,1,0,4,12
e6YzB5,2,0,3,16
e6YzB5,3,NA,4,10
e6YZm1,1,0,0,0
e6YZm1,2,0,3,1
e6YZm1,3,0,0,0
e6YZO5,1,0,0,10
e6YZO5,2,0,0,1
e6YZO5,3,0,1,0
e6YzWg,1,0,0,0
e6YzWg,2,0,1,0
e6YzWg,3,0,1,0
e83mM5,1,4,3,15
e83mM5,2,2,0,13
e83mM5,3,NA,NA,NA
e83moy,1,0,4,10
e83moy,2,NA,NA,NA
e83moy,3,NA,NA,NA
e83mPr,1,0,1,0
e83mPr,2,0,1,0
e83mPr,3,0,1,1
e83mZ5,1,0,0,2
e83mZ5,2,0,0,5
e83mZ5,3,0,2,4
e83q1B,1,1,4,18
e83q1B,2,NA,NA,NA
e83q1B,3,2,4,21
e83VgW,1,0,2,3
e83VgW,2,0,4,8
e83VgW,3,NA,NA,NA
e83VQr,1,0,1,1
e83VQr,2,0,1,2
e83VQr,3,0,2,1
e89Bvy,1,0,1,0
e89Bvy,2,0,0,0
e89Bvy,3,0,0,0
e89gEV,1,0,4,3
e89gEV,2,0,3,1
e89gEV,3,0,1,7
e89mJN,1,0,1,6
e89mJN,2,0,3,2
e89mJN,3,0,1,6
e89mWM,1,0,2,12
e89mWM,2,NA,NA,NA
e89mWM,3,NA,NA,NA
e89n0W,1,0,6,4
e89n0W,2,0,6,2
e89n0W,3,0,0,5
e89Ray,1,0,4,15
e89Ray,2,0,2,11
e89Ray,3,0,3,13
e89x3y,1,3,2,11
e89x3y,2,0,3,12
e89x3y,3,0,1,5
e89xZa,1,0,4,10
e89xZa,2,NA,2,10
e89xZa,3,NA,3,11
e8G6N2,1,0,1,1
e8G6N2,2,0,0,2
e8G6N2,3,0,0,2
e8J1oN,1,0,0,3
e8J1oN,2,0,0,3
e8J1oN,3,0,0,3
e8J4qM,1,0,0,1
e8J4qM,2,0,0,0
e8J4qM,3,0,0,0
e8JA85,1,NA,3,7
e8JA85,2,0,2,8
e8JA85,3,0,4,8
e8JdbV,1,0,3,5
e8JdbV,2,0,1,7
e8JdbV,3,0,3,9
e8JdMB,1,0,0,3
e8JdMB,2,0,0,4
e8JdMB,3,0,0,2
e8Jj4M,1,0,3,0
e8Jj4M,2,0,0,0
e8Jj4M,3,0,3,0
e8JRnd,1,0,2,0
e8JRnd,2,0,1,0
e8JRnd,3,0,0,0
e8JVWN,1,0,4,2
e8JVWN,2,0,3,5
e8JVWN,3,NA,NA,NA
e8JWba,1,0,2,10
e8JWba,2,0,4,13
e8JWba,3,0,0,0
e8JWdW,1,0,0,9
e8JWdW,2,0,3,8
e8JWdW,3,0,0,2
e8JWDy,1,0,0,2
e8JWDy,2,0,0,1
e8JWDy,3,0,0,0
e8JWlv,1,1,5,17
e8JWlv,2,NA,3,15
e8JWlv,3,NA,2,12
e8JWNr,1,0,0,0
e8JWNr,2,0,0,0
e8JWNr,3,0,0,0
e8JWPV,1,0,0,0
e8JWPV,2,0,0,0
e8JWPV,3,0,0,0
e8JWY5,1,0,1,4
e8JWY5,2,0,0,2
e8JWY5,3,0,1,4
e8JYrV,1,0,4,9
e8JYrV,2,0,2,8
e8JYrV,3,0,2,11
e8JzOB,1,0,3,0
e8JzOB,2,NA,NA,NA
e8JzOB,3,NA,NA,NA
e8JzoW,1,0,0,0
e8JzoW,2,0,1,0
e8JzoW,3,0,2,0
e8kAjM,1,0,3,10
e8kAjM,2,0,2,13
e8kAjM,3,0,1,12
e8kAOB,1,0,2,21
e8kAOB,2,1,2,21
e8kAOB,3,1,1,19
e8kdEB,1,0,3,2
e8kdEB,2,0,3,9
e8kdEB,3,0,1,0
e8kGYd,1,0,5,14
e8kGYd,2,0,4,17
e8kGYd,3,NA,NA,NA
e8kjYB,1,0,1,12
e8kjYB,2,NA,NA,NA
e8kjYB,3,NA,NA,NA
e8klMN,1,4,1,0
e8klMN,2,0,0,0
e8klMN,3,NA,NA,NA
e8kNVW,1,0,2,0
e8kNVW,2,0,3,0
e8kNVW,3,0,3,0
e8kV1B,1,0,4,7
e8kV1B,2,0,1,7
e8kV1B,3,0,4,3
e8kVLN,1,0,1,5
e8kVLN,2,0,3,6
e8kVLN,3,0,1,6
e8kw9v,1,0,1,7
e8kw9v,2,0,3,7
e8kw9v,3,0,3,7
e8kYGV,1,0,0,2
e8kYGV,2,0,0,3
e8kYGV,3,0,0,4
e8LGve,1,0,0,0
e8LGve,2,0,1,2
e8LGve,3,0,0,2
e8mGEd,1,0,2,5
e8mGEd,2,0,1,1
e8mGEd,3,0,0,10
e8q81M,1,0,1,1
e8q81M,2,0,0,2
e8q81M,3,0,0,3
e8qdzM,1,0,0,1
e8qdzM,2,0,3,2
e8qdzM,3,NA,NA,NA
e8qGLM,1,0,0,1
e8qGLM,2,0,0,2
e8qGLM,3,0,1,1
e8qJnM,1,0,1,7
e8qJnM,2,0,1,2
e8qJnM,3,0,1,1
e8qnpM,1,0,4,14
e8qnpM,2,0,3,8
e8qnpM,3,0,1,6
e8qoPa,1,0,1,1
e8qoPa,2,0,0,2
e8qoPa,3,0,0,0
e8qWxW,1,0,3,2
e8qWxW,2,0,1,2
e8qWxW,3,0,0,0
e8rEJa,1,0,3,10
e8rEJa,2,0,2,7
e8rEJa,3,0,1,6
e8rNmB,1,0,5,1
e8rNmB,2,0,5,4
e8rNmB,3,0,4,3
ed43Pm,1,0,2,17
ed43Pm,2,0,1,0
ed43Pm,3,0,5,11
ed4Ak5,1,0,0,0
ed4Ak5,2,0,0,0
ed4Ak5,3,0,0,0
ed4AO5,1,0,0,1
ed4AO5,2,0,2,0
ed4AO5,3,0,1,1
ed4boA,1,0,0,2
ed4boA,2,0,1,9
ed4boA,3,0,2,8
ed4jdA,1,0,3,0
ed4jdA,2,0,2,0
ed4jdA,3,0,2,0
ed4kQw,1,0,0,0
ed4kQw,2,0,0,0
ed4kQw,3,0,0,0
ed4Krr,1,0,1,0
ed4Krr,2,0,0,3
ed4Krr,3,0,1,6
ed4voB,1,0,2,0
ed4voB,2,0,4,4
ed4voB,3,0,0,1
ed503w,1,0,3,0
ed503w,2,0,1,0
ed503w,3,0,1,0
ed5BZE,1,0,3,2
ed5BZE,2,0,3,2
ed5BZE,3,0,1,3
ed5v6J,1,0,0,1
ed5v6J,2,0,3,0
ed5v6J,3,0,1,0
ed5Y6r,1,0,4,8
ed5Y6r,2,0,2,0
ed5Y6r,3,NA,2,8
ed9GrJ,1,0,3,0
ed9GrJ,2,0,0,3
ed9GrJ,3,0,2,1
eda0dD,1,0,3,7
eda0dD,2,0,1,2
eda0dD,3,0,1,2
eda4Jm,1,3,5,21
eda4Jm,2,4,3,22
eda4Jm,3,0,2,10
edaEv5,1,0,0,0
edaEv5,2,0,3,0
edaEv5,3,0,0,0
edalN5,1,0,1,5
edalN5,2,0,1,2
edalN5,3,0,1,0
edapNm,1,1,3,10
edapNm,2,2,2,11
edapNm,3,2,2,10
edapzM,1,0,2,0
edapzM,2,0,1,2
edapzM,3,0,0,3
edn8YB,1,0,1,2
edn8YB,2,0,1,1
edn8YB,3,0,1,0
edndjA,1,0,3,2
edndjA,2,0,3,2
edndjA,3,0,1,0
edndlJ,1,0,0,0
edndlJ,2,0,0,0
edndlJ,3,2,0,8
edndm5,1,0,1,0
edndm5,2,0,6,0
edndm5,3,0,4,4
ednGEw,1,0,2,7
ednGEw,2,0,4,11
ednGEw,3,0,3,13
ednkwr,1,0,5,5
ednkwr,2,0,3,6
ednkwr,3,0,0,2
ednKyd,1,0,0,9
ednKyd,2,0,0,7
ednKyd,3,0,0,8
ednm4J,1,0,6,24
ednm4J,2,NA,NA,NA
ednm4J,3,NA,NA,NA
ednmGw,1,NA,3,17
ednmGw,2,NA,3,20
ednmGw,3,NA,2,17
ednmOM,1,0,1,7
ednmOM,2,0,2,11
ednmOM,3,1,4,8
ednmxA,1,1,4,13
ednmxA,2,NA,NA,NA
ednmxA,3,NA,NA,NA
ednP5J,1,0,1,2
ednP5J,2,0,0,3
ednP5J,3,0,1,4
ednPRB,1,0,2,6
ednPRB,2,0,4,7
ednPRB,3,0,3,4
ednvZA,1,0,3,3
ednvZA,2,0,1,5
ednvZA,3,0,2,11
ednYKD,1,0,1,0
ednYKD,2,0,1,1
ednYKD,3,0,2,0
ednYn5,1,0,0,1
ednYn5,2,NA,NA,NA
ednYn5,3,NA,NA,NA
edR0bE,1,2,6,21
edR0bE,2,NA,NA,NA
edR0bE,3,NA,NA,NA
edR6ZB,1,0,3,13
edR6ZB,2,0,4,10
edR6ZB,3,0,2,14
edRAqr,1,0,1,5
edRAqr,2,0,0,5
edRAqr,3,0,0,5
edRBgD,1,0,1,8
edRBgD,2,0,0,7
edRBgD,3,NA,NA,NA
edREg5,1,0,6,10
edREg5,2,0,5,21
edREg5,3,0,4,18
edRgZw,1,0,1,0
edRgZw,2,0,2,0
edRgZw,3,0,1,0
edRjNJ,1,2,6,21
edRjNJ,2,2,6,20
edRjNJ,3,NA,NA,NA
edRjxM,1,0,1,2
edRjxM,2,0,1,2
edRjxM,3,0,1,4
edRmP5,1,0,6,24
edRmP5,2,0,4,24
edRmP5,3,0,6,24
edRO0m,1,0,0,0
edRO0m,2,0,1,0
edRO0m,3,0,0,0
edROxA,1,0,0,7
edROxA,2,0,0,16
edROxA,3,0,3,10
edRQk5,1,0,1,0
edRQk5,2,0,4,3
edRQk5,3,0,3,2
edRQyD,1,0,2,5
edRQyD,2,1,3,1
edRQyD,3,0,2,5
edRYAm,1,0,4,2
edRYAm,2,0,4,4
edRYAm,3,0,1,5
edRYVr,1,1,1,21
edRYVr,2,NA,NA,NA
edRYVr,3,NA,NA,NA
edxrAe,1,0,0,2
edxrAe,2,0,0,3
edxrAe,3,0,0,5
edz4md,1,0,3,7
edz4md,2,0,1,14
edz4md,3,0,2,8
edz4nA,1,1,0,10
edz4nA,2,1,1,7
edz4nA,3,1,1,6
edz4RA,1,0,6,5
edz4RA,2,0,2,6
edz4RA,3,NA,NA,NA
edz9b5,1,3,3,5
edz9b5,2,3,4,12
edz9b5,3,2,3,8
edz9gw,1,0,0,1
edz9gw,2,0,0,0
edz9gw,3,0,0,1
edz9lr,1,2,6,19
edz9lr,2,NA,6,22
edz9lr,3,2,6,21
eEbOJd,1,0,1,2
eEbOJd,2,0,3,0
eEbOJd,3,0,3,1
eEbq8d,1,0,1,3
eEbq8d,2,NA,NA,NA
eEbq8d,3,NA,NA,NA
eEjlRn,1,0,2,5
eEjlRn,2,0,0,3
eEjlRn,3,0,0,3
eEjVyd,1,0,3,17
eEjVyd,2,0,4,10
eEjVyd,3,0,1,6
eEJvYX,1,0,0,13
eEJvYX,2,0,0,12
eEJvYX,3,0,0,14
eEjyZd,1,0,2,5
eEjyZd,2,NA,NA,NA
eEjyZd,3,NA,NA,NA
eEk3pA,1,0,1,2
eEk3pA,2,0,0,2
eEk3pA,3,0,3,4
eEkAg1,1,0,0,0
eEkAg1,2,0,0,0
eEkAg1,3,0,0,0
eEknyY,1,0,0,1
eEknyY,2,0,1,1
eEknyY,3,0,1,3
eEkpwy,1,0,6,12
eEkpwy,2,NA,NA,NA
eEkpwy,3,0,6,23
eEkYQD,1,NA,2,6
eEkYQD,2,0,3,2
eEkYQD,3,0,4,8
eEL0Bj,1,0,4,21
eEL0Bj,2,0,5,19
eEL0Bj,3,0,4,21
eEL0Jq,1,0,4,3
eEL0Jq,2,0,2,5
eEL0Jq,3,0,3,4
eEl1R1,1,0,5,9
eEl1R1,2,0,2,10
eEl1R1,3,0,5,11
eEl1zN,1,0,3,7
eEl1zN,2,0,3,9
eEl1zN,3,0,1,4
eEL48n,1,0,1,0
eEL48n,2,NA,NA,NA
eEL48n,3,NA,NA,NA
eEl8yY,1,0,3,9
eEl8yY,2,0,5,10
eEl8yY,3,0,3,5
eEL9Rj,1,0,0,0
eEL9Rj,2,0,1,1
eEL9Rj,3,0,0,0
eElAr1,1,0,1,0
eElAr1,2,NA,NA,NA
eElAr1,3,NA,NA,NA
eElAzD,1,0,5,19
eElAzD,2,0,3,13
eElAzD,3,NA,NA,NA
eELEjY,1,1,3,12
eELEjY,2,2,4,10
eELEjY,3,0,0,7
eELGAN,1,0,0,1
eELGAN,2,NA,0,5
eELGAN,3,0,1,5
eEln8D,1,0,5,0
eEln8D,2,0,1,5
eEln8D,3,3,2,0
eELNq1,1,0,2,9
eELNq1,2,0,0,9
eELNq1,3,0,3,10
eElp1q,1,0,1,4
eElp1q,2,NA,NA,NA
eElp1q,3,NA,NA,NA
eElpnD,1,0,1,4
eElpnD,2,0,0,3
eElpnD,3,0,2,8
eELr0D,1,1,5,13
eELr0D,2,1,5,14
eELr0D,3,1,6,13
eELRp1,1,0,3,1
eELRp1,2,NA,NA,NA
eELRp1,3,0,3,3
eELrRR,1,0,2,14
eELrRR,2,0,4,13
eELrRR,3,0,2,10
eELVKd,1,0,1,10
eELVKd,2,1,3,14
eELVKd,3,1,1,22
eELVP1,1,0,0,1
eELVP1,2,NA,NA,NA
eELVP1,3,NA,NA,NA
eElwk1,1,4,6,0
eElwk1,2,4,6,0
eElwk1,3,4,2,0
eELx3n,1,0,1,3
eELx3n,2,0,2,4
eELx3n,3,0,2,5
eELx4N,1,0,0,0
eELx4N,2,0,0,0
eELx4N,3,0,0,0
eELxdA,1,0,0,1
eELxdA,2,0,1,1
eELxdA,3,0,0,0
eELxEA,1,0,1,2
eELxEA,2,0,0,0
eELxEA,3,0,0,1
eELxGR,1,0,0,2
eELxGR,2,0,1,3
eELxGR,3,0,1,1
eELxkD,1,0,0,0
eELxkD,2,0,0,0
eELxkD,3,0,0,0
eELxVq,1,0,1,6
eELxVq,2,0,1,5
eELxVq,3,0,2,7
eELxxy,1,0,0,3
eELxxy,2,0,0,2
eELxxy,3,0,0,0
eElzDY,1,0,2,3
eElzDY,2,0,1,2
eElzDY,3,0,3,0
eEO5mR,1,0,1,6
eEO5mR,2,0,1,4
eEO5mR,3,0,0,2
eEOEQD,1,2,2,23
eEOEQD,2,NA,NA,NA
eEOEQD,3,2,4,21
eEOgBD,1,0,1,2
