id,wave,vd,vi,cov
2WnBkZ,2,0,0,3
2WnBkZ,3,0,0,0
2WnBl1,1,0,4,18
2WnBl1,2,0,3,14
2WnBl1,3,0,3,9
2WnBOB,1,0,0,3
2WnBOB,2,0,0,0
2WnBOB,3,0,0,2
2WnBrx,1,NA,6,24
2WnBrx,2,4,6,24
2WnBrx,3,4,4,24
2WnBWZ,1,0,0,0
2WnBWZ,2,0,0,0
2WnBWZ,3,0,0,0
2WnBx1,1,0,0,2
2WnBx1,2,0,2,9
2WnBx1,3,0,1,9
2WnEgP,1,2,1,19
2WnEgP,2,NA,3,21
2WnEgP,3,3,2,19
2Wng31,1,0,2,19
2Wng31,2,NA,NA,NA
2Wng31,3,NA,NA,NA
2Wng6x,1,0,0,0
2Wng6x,2,0,3,0
2Wng6x,3,0,0,0
2WnGbZ,1,3,5,11
2WnGbZ,2,3,6,14
2WnGbZ,3,3,6,7
2WnGWo,1,0,1,5
2WnGWo,2,0,1,5
2WnGWo,3,NA,NA,NA
2WnJ3M,1,0,0,9
2WnJ3M,2,0,0,9
2WnJ3M,3,0,1,10
2WnJLx,1,0,2,4
2WnJLx,2,0,0,0
2WnJLx,3,0,1,3
2WnJpA,1,0,0,7
2WnJpA,2,0,0,19
2WnJpA,3,3,1,16
2WnJpB,1,0,5,8
2WnJpB,2,0,6,11
2WnJpB,3,0,6,24
2WnJvA,1,1,4,17
2WnJvA,2,2,6,10
2WnJvA,3,4,4,14
2WnJZx,1,0,0,2
2WnJZx,2,0,0,1
2WnJZx,3,0,0,1
2WnlJg,1,0,2,2
2WnlJg,2,0,1,4
2WnlJg,3,0,2,5
2Wnlng,1,0,0,0
2Wnlng,2,0,1,3
2Wnlng,3,0,0,3
2WnLVK,1,0,4,14
2WnLVK,2,0,6,5
2WnLVK,3,0,3,6
2WnmlP,1,0,3,6
2WnmlP,2,NA,NA,NA
2WnmlP,3,NA,NA,NA
2WnoD5,1,2,2,22
2WnoD5,2,1,2,15
2WnoD5,3,NA,1,8
2WnOlB,1,0,1,8
2WnOlB,2,0,2,5
2WnOlB,3,0,4,13
2WnolM,1,1,2,7
2WnolM,2,NA,2,0
2WnolM,3,NA,NA,NA
2Wnorg,1,0,0,1
2Wnorg,2,0,0,0
2Wnorg,3,0,0,1
2WnrZo,1,0,3,7
2WnrZo,2,0,1,11
2WnrZo,3,NA,3,8
2WnwL5,1,0,3,6
2WnwL5,2,3,4,15
2WnwL5,3,3,2,11
2Wnwy1,1,0,3,9
2Wnwy1,2,0,2,5
2Wnwy1,3,NA,NA,NA
2Wnz4P,1,NA,4,8
2Wnz4P,2,NA,3,8
2Wnz4P,3,NA,NA,NA
2WO5o2,1,0,0,0
2WO5o2,2,0,0,0
2WO5o2,3,0,0,0
2WQdxX,1,0,0,3
2WQdxX,2,0,1,1
2WQdxX,3,0,1,7
2WV3JB,1,0,3,7
2WV3JB,2,0,2,7
2WV3JB,3,0,1,8
2WVBzx,1,0,4,19
2WVBzx,2,0,5,13
2WVBzx,3,0,4,14
2WVDDo,1,0,1,1
2WVDDo,2,0,0,2
2WVDDo,3,0,1,1
2WVDEP,1,0,2,2
2WVDEP,2,0,1,0
2WVDEP,3,0,1,0
2WVdMB,1,0,0,11
2WVdMB,2,0,2,7
2WVdMB,3,0,2,16
2WVgaP,1,0,2,7
2WVgaP,2,0,3,4
2WVgaP,3,0,0,4
2WVgP1,1,2,6,21
2WVgP1,2,3,6,16
2WVgP1,3,NA,4,24
2WVJ9K,1,NA,6,8
2WVJ9K,2,NA,NA,NA
2WVJ9K,3,NA,NA,NA
2WVJYg,1,0,0,1
2WVJYg,2,0,1,2
2WVJYg,3,0,0,2
2WVMbA,1,0,0,0
2WVMbA,2,0,4,0
2WVMbA,3,NA,NA,NA
2WVMOZ,1,0,1,4
2WVMOZ,2,0,1,2
2WVMOZ,3,0,0,2
2WVmzM,1,0,3,5
2WVmzM,2,0,0,2
2WVmzM,3,0,1,0
2WVp0x,1,2,0,0
2WVp0x,2,0,1,0
2WVp0x,3,0,1,1
2WVpEP,1,0,2,3
2WVpEP,2,0,2,4
2WVpEP,3,0,1,2
2WVpl1,1,0,4,5
2WVpl1,2,0,0,4
2WVpl1,3,0,1,4
2WVpWZ,1,0,6,6
2WVpWZ,2,0,6,8
2WVpWZ,3,NA,NA,NA
2WVQb1,1,0,2,14
2WVQb1,2,0,3,11
2WVQb1,3,0,3,8
2WVqjo,1,NA,3,16
2WVqjo,2,NA,NA,NA
2WVqjo,3,NA,NA,NA
2WVQyM,1,0,4,8
2WVQyM,2,0,3,4
2WVQyM,3,0,4,11
2WVr6x,1,0,4,3
2WVr6x,2,0,6,0
2WVr6x,3,0,3,1
2WVrBP,1,NA,6,7
2WVrBP,2,0,0,2
2WVrBP,3,0,0,0
2WVRNZ,1,0,4,18
2WVRNZ,2,0,3,18
2WVRNZ,3,0,0,6
2WVrqA,1,0,1,3
2WVrqA,2,0,2,4
2WVrqA,3,NA,NA,NA
2WVrWo,1,0,0,2
2WVrWo,2,0,0,1
2WVrWo,3,0,1,0
2WVvB1,1,0,0,1
2WVvB1,2,0,0,5
2WVvB1,3,0,0,10
2WVY11,1,0,4,11
2WVY11,2,1,2,4
2WVY11,3,0,2,4
2WVYJ1,1,0,0,11
2WVYJ1,2,0,0,10
2WVYJ1,3,0,1,8
2WVYy5,1,1,2,16
2WVYy5,2,0,3,13
2WVYy5,3,2,3,12
2WVZMZ,1,0,1,5
2WVZMZ,2,NA,NA,NA
2WVZMZ,3,NA,NA,NA
2y80rl,1,0,6,0
2y80rl,2,1,4,20
2y80rl,3,NA,NA,NA
2y83AD,1,0,0,0
2y83AD,2,0,0,0
2y83AD,3,0,0,0
2y83aZ,1,0,1,0
2y83aZ,2,0,0,1
2y83aZ,3,0,0,1
2y83LP,1,0,0,0
2y83LP,2,0,1,0
2y83LP,3,0,1,0
2y84Nl,1,0,6,5
2y84Nl,2,0,4,9
2y84Nl,3,0,4,8
2y8aqk,1,0,2,1
2y8aqk,2,NA,NA,NA
2y8aqk,3,NA,NA,NA
2y8DkL,1,0,1,8
2y8DkL,2,NA,2,7
2y8DkL,3,0,2,4
2y8G5D,1,0,3,0
2y8G5D,2,NA,NA,NA
2y8G5D,3,NA,NA,NA
2y8k08,1,0,1,5
2y8k08,2,0,1,5
2y8k08,3,1,0,7
2y8KBD,1,0,0,9
2y8KBD,2,0,0,5
2y8KBD,3,0,0,10
2y8kR8,1,0,1,0
2y8kR8,2,0,2,1
2y8kR8,3,0,1,2
2y8M38,1,0,4,15
2y8M38,2,NA,1,5
2y8M38,3,0,0,4
2y8M68,1,NA,6,22
2y8M68,2,NA,6,20
2y8M68,3,NA,6,21
2y8Mak,1,0,0,5
2y8Mak,2,0,2,6
2y8Mak,3,0,3,13
2y8MkZ,1,0,0,0
2y8MkZ,2,0,0,0
2y8MkZ,3,0,1,0
2y8OjD,1,4,1,19
2y8OjD,2,4,4,21
2y8OjD,3,1,4,15
2y8opk,1,0,1,4
2y8opk,2,0,2,3
2y8opk,3,0,2,1
2y8RbD,1,0,3,5
2y8RbD,2,0,0,1
2y8RbD,3,0,1,0
2y8vdZ,1,0,2,10
2y8vdZ,2,0,2,6
2y8vdZ,3,0,3,1
2y8vGZ,1,0,1,2
2y8vGZ,2,1,0,5
2y8vGZ,3,0,4,0
2y8vK8,1,0,0,13
2y8vK8,2,1,3,11
2y8vK8,3,0,1,10
2y8wZL,1,0,4,3
2y8wZL,2,0,3,0
2y8wZL,3,0,3,7
2y8x8q,1,0,1,0
2y8x8q,2,0,1,0
2y8x8q,3,0,1,0
2ya08L,1,0,3,6
2ya08L,2,0,2,2
2ya08L,3,0,2,3
2yaqZP,1,0,4,0
2yaqZP,2,0,4,3
2yaqZP,3,0,3,0
2yB30Z,1,0,0,0
2yB30Z,2,0,0,0
2yB30Z,3,0,0,0
2yB4DL,1,0,1,3
2yB4DL,2,0,1,3
2yB4DL,3,0,2,2
2yB4kL,1,0,2,2
2yB4kL,2,0,1,2
2yB4kL,3,0,2,5
2yB4mp,1,0,2,1
2yB4mp,2,0,5,1
2yB4mp,3,0,4,16
2yB4mZ,1,0,4,2
2yB4mZ,2,0,4,6
2yB4mZ,3,0,4,8
2yB4qD,1,0,1,1
2yB4qD,2,0,1,1
2yB4qD,3,0,1,0
2yB4xL,1,0,1,1
2yB4xL,2,0,2,0
2yB4xL,3,0,1,1
2yB5R1,1,0,1,5
2yB5R1,2,1,4,12
2yB5R1,3,0,3,4
2yBAqZ,1,0,2,0
2yBAqZ,2,0,0,0
2yBAqZ,3,0,2,0
2yBEZl,1,0,2,0
2yBEZl,2,0,1,1
2yBEZl,3,0,1,0
2yBg3q,1,0,1,7
2yBg3q,2,3,6,15
2yBg3q,3,NA,NA,NA
2yBGol,1,0,1,4
2yBGol,2,0,4,5
2yBGol,3,NA,NA,NA
2yBj91,1,0,0,2
2yBj91,2,0,0,0
2yBj91,3,0,0,1
2yBjBZ,1,0,2,5
2yBjBZ,2,0,1,4
2yBjBZ,3,0,1,4
2yBlyD,1,NA,1,1
2yBlyD,2,NA,2,2
2yBlyD,3,0,2,1
2yBnlZ,1,0,1,8
2yBnlZ,2,0,1,4
2yBnlZ,3,0,1,4
2yBNzL,1,0,3,0
2yBNzL,2,0,0,0
2yBNzL,3,0,2,0
2yBObD,1,0,0,0
2yBObD,2,0,0,0
2yBObD,3,0,0,0
2yBPkZ,1,0,3,1
2yBPkZ,2,3,3,0
2yBPkZ,3,3,3,8
2yBv4L,1,0,4,14
2yBv4L,2,0,4,2
2yBv4L,3,0,4,6
2yBW6D,1,2,4,15
2yBW6D,2,2,4,17
2yBW6D,3,0,5,24
2yBYjL,1,0,0,0
2yBYjL,2,0,0,0
2yBYjL,3,0,0,0
2yBYnq,1,0,3,17
2yBYnq,2,1,2,16
2yBYnq,3,2,3,16
2yBYyP,1,0,1,4
2yBYyP,2,0,1,2
2yBYyP,3,0,1,2
2yd0Bm,1,0,1,2
2yd0Bm,2,0,1,2
2yd0Bm,3,0,1,1
2yd36m,1,0,1,2
2yd36m,2,0,0,3
2yd36m,3,0,0,3
2ydMbm,1,0,3,1
2ydMbm,2,0,3,0
2ydMbm,3,0,0,0
2yDpp7,1,0,3,11
2yDpp7,2,NA,3,11
2yDpp7,3,NA,NA,NA
2ydRD1,1,0,4,8
2ydRD1,2,0,2,6
2ydRD1,3,0,4,12
2ydxKZ,1,0,0,0
2ydxKZ,2,0,0,1
2ydxKZ,3,0,2,0
2ydY5p,1,0,3,5
2ydY5p,2,0,1,5
2ydY5p,3,0,4,6
2ydYxD,1,0,2,4
2ydYxD,2,0,1,1
2ydYxD,3,0,2,2
2ynVPe,1,0,4,7
2ynVPe,2,0,2,1
2ynVPe,3,0,4,2
2yQ0oL,1,0,0,0
2yQ0oL,2,0,0,0
2yQ0oL,3,0,0,0
2yQ1DZ,1,0,2,2
2yQ1DZ,2,0,1,0
2yQ1DZ,3,0,0,1
2yQ1Gm,1,0,0,2
2yQ1Gm,2,0,3,0
2yQ1Gm,3,0,4,0
2yq382,1,0,0,0
2yq382,2,0,0,0
2yq382,3,0,0,0
2yQAoD,1,0,2,8
2yQAoD,2,0,2,10
2yQAoD,3,0,2,0
2yQbgD,1,0,6,6
2yQbgD,2,0,4,5
2yQbgD,3,NA,NA,NA
2yQDOD,1,0,2,5
2yQDOD,2,0,2,3
2yQDOD,3,0,3,0
2yQdZp,1,0,2,4
2yQdZp,2,NA,NA,NA
2yQdZp,3,0,2,3
2yQENm,1,0,0,2
2yQENm,2,0,0,1
2yQENm,3,0,0,0
2yQEwq,1,3,2,18
2yQEwq,2,NA,NA,NA
2yQEwq,3,NA,NA,NA
2yQgyZ,1,0,3,0
2yQgyZ,2,0,2,8
2yQgyZ,3,0,1,3
2yQjl8,1,0,0,8
2yQjl8,2,0,1,8
2yQjl8,3,0,1,7
2yQkKZ,1,3,0,11
2yQkKZ,2,0,0,10
2yQkKZ,3,1,0,13
2yQkmL,1,0,1,0
2yQkmL,2,0,0,0
2yQkmL,3,0,0,0
2yQm5P,1,0,0,0
2yQm5P,2,0,0,0
2yQm5P,3,0,0,2
2yQmxp,1,0,1,1
2yQmxp,2,0,1,0
2yQmxp,3,0,1,0
2yQQd1,1,0,2,14
2yQQd1,2,0,1,0
2yQQd1,3,0,0,2
2yQVAP,1,0,0,0
2yQVAP,2,0,0,0
2yQVAP,3,0,0,0
2yQz41,1,0,0,2
2yQz41,2,0,0,0
2yQz41,3,0,0,0
2yZ31Z,1,0,3,8
2yZ31Z,2,0,3,14
2yZ31Z,3,0,2,7
2yzadk,1,0,6,23
2yzadk,2,NA,6,23
2yzadk,3,1,5,22
2yzalp,1,0,1,0
2yzalp,2,0,1,2
2yzalp,3,0,1,1
2yzam1,1,0,6,20
2yzam1,2,0,6,18
2yzam1,3,0,6,15
2yZAmD,1,0,3,0
2yZAmD,2,0,3,0
2yZAmD,3,0,3,0
2yzaPq,1,1,2,13
2yzaPq,2,2,3,17
2yzaPq,3,1,4,12
2yzaWZ,1,0,2,4
2yzaWZ,2,0,2,6
2yzaWZ,3,0,2,7
2yZAZp,1,0,1,9
2yZAZp,2,0,0,6
2yZAZp,3,0,2,3
2yZB1e,1,0,2,12
2yZB1e,2,NA,NA,NA
2yZB1e,3,NA,NA,NA
2yZD5D,1,0,6,9
2yZD5D,2,0,4,3
2yZD5D,3,0,2,2
2yZg8k,1,0,2,8
2yZg8k,2,0,3,8
2yZg8k,3,0,2,8
2yZK4Z,1,0,1,1
2yZK4Z,2,0,2,4
2yZK4Z,3,0,1,4
2yZkRL,1,0,3,10
2yZkRL,2,0,4,11
2yZkRL,3,0,1,9
2yZnKq,1,0,3,1
2yZnKq,2,0,4,0
2yZnKq,3,0,4,1
2yzOll,1,0,0,0
2yzOll,2,0,0,0
2yzOll,3,0,0,1
2yZRRL,1,0,1,1
2yZRRL,2,0,2,1
2yZRRL,3,0,3,5
2yZvnk,1,0,1,2
2yZvnk,2,0,2,3
2yZvnk,3,0,1,5
2yZYpl,1,0,0,5
2yZYpl,2,0,2,8
2yZYpl,3,0,2,8
2yzZa8,1,0,1,4
2yzZa8,2,0,2,7
2yzZa8,3,NA,NA,NA
2yzZQ1,1,0,1,11
2yzZQ1,2,0,1,11
2yzZQ1,3,0,1,14
2yzZzq,1,0,1,9
2yzZzq,2,0,4,8
2yzZzq,3,0,2,4
733Aja,1,0,1,3
733Aja,2,0,0,0
733Aja,3,0,0,1
733bmZ,1,0,6,0
733bmZ,2,0,4,0
733bmZ,3,0,1,3
733boa,1,0,1,3
733boa,2,0,2,3
733boa,3,0,2,4
733bOJ,1,0,0,2
733bOJ,2,0,0,3
733bOJ,3,0,0,3
733Bzd,1,0,3,9
733Bzd,2,NA,NA,NA
733Bzd,3,NA,NA,NA
733EDQ,1,0,1,0
733EDQ,2,0,0,0
733EDQ,3,0,1,2
733EgA,1,0,2,14
733EgA,2,0,6,17
733EgA,3,0,3,11
733EPo,1,0,1,0
733EPo,2,0,0,0
733EPo,3,0,3,0
733EqW,1,2,0,8
733EqW,2,2,1,6
733EqW,3,2,4,14
733EvY,1,0,0,6
733EvY,2,NA,NA,NA
733EvY,3,0,2,5
733EZY,1,0,1,6
733EZY,2,0,3,7
733EZY,3,NA,NA,NA
733klR,1,0,4,6
733klR,2,0,2,1
733klR,3,0,2,5
733kpa,1,0,0,0
733kpa,2,0,0,1
733kpa,3,0,0,0
733ovD,1,0,4,1
733ovD,2,0,2,7
733ovD,3,0,1,2
733qyJ,1,0,1,4
733qyJ,2,NA,NA,NA
733qyJ,3,NA,NA,NA
733w3d,1,0,5,0
733w3d,2,0,2,2
733w3d,3,0,1,3
733WOA,1,0,0,0
733WOA,2,0,0,0
733WOA,3,0,0,0
733xNY,1,0,6,18
733xNY,2,0,6,11
733xNY,3,0,5,19
733ZmD,1,0,0,1
733ZmD,2,0,0,1
733ZmD,3,0,0,1
73658a,1,0,2,13
73658a,2,0,2,11
73658a,3,0,1,13
7365qW,1,0,0,0
7365qW,2,0,0,0
7365qW,3,0,1,0
73684o,1,0,1,0
73684o,2,0,1,0
73684o,3,0,0,0
736bEa,1,0,0,1
736bEa,2,0,1,5
736bEa,3,0,0,5
736bOd,1,0,1,5
736bOd,2,NA,NA,NA
736bOd,3,NA,NA,NA
736brZ,1,0,1,2
736brZ,2,0,3,0
736brZ,3,0,2,1
736GdZ,1,0,3,9
736GdZ,2,NA,NA,NA
736GdZ,3,NA,NA,NA
736jpR,1,0,3,3
736jpR,2,0,4,4
736jpR,3,0,2,2
736jVZ,1,0,1,5
736jVZ,2,0,2,0
736jVZ,3,0,1,1
736kDY,1,0,2,1
736kDY,2,NA,0,2
736kDY,3,0,0,4
736kWW,1,0,0,3
736kWW,2,NA,NA,NA
736kWW,3,NA,NA,NA
736l8D,1,0,2,1
736l8D,2,0,0,3
736l8D,3,0,0,1
736nBD,1,0,1,0
736nBD,2,0,0,2
736nBD,3,0,0,2
736nvd,1,0,0,0
736nvd,2,0,0,0
736nvd,3,0,0,0
736qaD,1,3,6,10
736qaD,2,2,6,6
736qaD,3,2,6,8
736qOo,1,0,0,2
736qOo,2,0,3,2
736qOo,3,0,1,2
736qWA,1,0,3,6
736qWA,2,0,2,4
736qWA,3,0,1,1
736RDW,1,0,5,19
736RDW,2,0,6,15
736RDW,3,0,6,13
736RGQ,1,0,3,4
736RGQ,2,0,3,4
736RGQ,3,0,2,5
736z8o,1,0,3,0
736z8o,2,0,3,0
736z8o,3,0,2,0
73a1gY,1,0,2,1
73a1gY,2,0,2,2
73a1gY,3,0,2,3
73a5da,1,0,1,4
73a5da,2,0,0,4
73a5da,3,0,1,7
73apOW,1,0,4,8
73apOW,2,0,2,13
73apOW,3,2,5,7
73axyo,1,0,0,0
73axyo,2,NA,NA,NA
73axyo,3,NA,NA,NA
73j00W,1,0,0,0
73j00W,2,0,1,0
73j00W,3,0,3,0
73jbzZ,1,0,5,16
73jbzZ,2,0,0,4
73jbzZ,3,0,3,8
73jDrR,1,2,4,13
73jDrR,2,0,3,14
73jDrR,3,2,3,13
73jLbD,1,0,0,3
73jLbD,2,0,1,3
73jLbD,3,0,3,4
73jN3A,1,0,1,0
73jN3A,2,0,1,1
73jN3A,3,0,0,0
73jWlR,1,0,0,0
73jWlR,2,0,0,0
73jWlR,3,0,1,0
73R6aX,1,0,5,13
73R6aX,2,0,4,10
73R6aX,3,0,4,17
73VRmZ,1,0,2,6
73VRmZ,2,0,1,0
73VRmZ,3,0,0,2
73VvpJ,1,0,1,5
73VvpJ,2,0,0,6
73VvpJ,3,0,0,0
73Y9bD,1,0,1,2
73Y9bD,2,0,0,2
73Y9bD,3,0,0,4
73Y9GR,1,0,4,13
73Y9GR,2,0,6,12
73Y9GR,3,3,6,12
73Yj6a,1,0,2,6
73Yj6a,2,0,2,2
73Yj6a,3,1,4,12
73Yjbo,1,0,3,16
73Yjbo,2,0,2,10
73Yjbo,3,0,3,17
73YjKo,1,3,5,24
73YjKo,2,NA,6,24
73YjKo,3,NA,NA,NA
73YjyW,1,0,1,11
73YjyW,2,0,0,12
73YjyW,3,0,1,10
73yoLa,1,0,4,7
73yoLa,2,0,3,6
73yoLa,3,0,1,9
73yOWZ,1,0,0,0
73yOWZ,2,0,0,0
73yOWZ,3,0,0,0
73Yy0d,1,4,6,24
73Yy0d,2,0,2,23
73Yy0d,3,NA,3,6
73Yy3J,1,0,0,3
73Yy3J,2,0,2,10
73Yy3J,3,NA,NA,NA
73YyjQ,1,0,1,3
73YyjQ,2,0,1,5
73YyjQ,3,NA,NA,NA
73YyKA,1,4,1,14
73YyKA,2,2,3,12
73YyKA,3,2,1,12
73YyQd,1,0,2,14
73YyQd,2,NA,NA,NA
73YyQd,3,NA,NA,NA
73YyvD,1,0,0,4
73YyvD,2,0,1,4
73YyvD,3,0,1,2
73ZbQX,1,0,0,0
73ZbQX,2,0,0,1
73ZbQX,3,0,0,4
75JbDo,1,0,0,3
75JbDo,2,0,1,5
75JbDo,3,0,2,3
75JEbV,1,0,4,3
75JEbV,2,0,4,8
75JEbV,3,0,0,4
75JLEV,1,0,4,1
75JLEV,2,0,1,4
75JLEV,3,0,4,3
75JmaV,1,0,2,4
75JmaV,2,0,4,2
75JmaV,3,0,3,0
75m0bZ,1,0,0,0
75m0bZ,2,0,0,0
75m0bZ,3,0,3,3
75m0lZ,1,0,4,8
75m0lZ,2,0,4,4
75m0lZ,3,0,4,4
75mbqL,1,0,2,7
75mbqL,2,0,2,6
75mbqL,3,0,2,8
75mOEN,1,0,0,1
75mOEN,2,0,0,1
75mOEN,3,0,0,2
75moEZ,1,0,1,2
75moEZ,2,0,1,4
75moEZ,3,0,4,2
75pbPX,1,1,2,6
75pbPX,2,1,1,6
75pbPX,3,2,1,10
75q0r6,1,0,0,1
75q0r6,2,0,2,4
75q0r6,3,0,2,6
75q5gZ,1,0,4,2
75q5gZ,2,0,3,6
75q5gZ,3,0,0,4
75q5jd,1,0,4,4
75q5jd,2,0,4,4
75q5jd,3,0,5,14
75q5w3,1,0,6,20
75q5w3,2,1,3,21
75q5w3,3,NA,NA,NA
75q8PP,1,0,2,8
75q8PP,2,0,2,1
75q8PP,3,0,3,5
75qb33,1,0,0,6
75qb33,2,0,1,8
75qb33,3,0,0,8
75qbMd,1,1,5,18
75qbMd,2,NA,NA,NA
75qbMd,3,2,4,23
75qGB6,1,0,2,0
75qGB6,2,0,1,0
75qGB6,3,0,0,0
75qGEk,1,0,3,5
75qGEk,2,0,0,0
75qGEk,3,NA,NA,NA
75qGOo,1,0,3,5
75qGOo,2,0,4,4
75qGOo,3,0,4,4
75qnq6,1,0,2,2
75qnq6,2,0,4,0
75qnq6,3,0,6,4
75qnw6,1,0,2,0
75qnw6,2,NA,NA,NA
75qnw6,3,NA,NA,NA
75qVMJ,1,3,6,13
75qVMJ,2,0,1,0
75qVMJ,3,NA,NA,NA
75qwJJ,1,NA,1,16
75qwJJ,2,NA,3,6
75qwJJ,3,3,0,1
75R9wP,1,0,3,4
75R9wP,2,0,3,6
75R9wP,3,0,3,2
75RJyL,1,0,1,9
75RJyL,2,0,3,9
75RJyL,3,0,3,14
75Rv5k,1,0,0,4
75Rv5k,2,0,0,1
75Rv5k,3,NA,NA,NA
75Rv9L,1,0,2,6
75Rv9L,2,0,1,4
75Rv9L,3,0,2,7
75Rvnd,1,NA,4,10
75Rvnd,2,NA,NA,NA
75Rvnd,3,NA,NA,NA
75RvRZ,1,NA,0,1
75RvRZ,2,0,0,0
75RvRZ,3,0,3,0
75RvxN,1,0,0,0
75RvxN,2,0,0,0
75RvxN,3,0,0,0
75v0b3,1,0,2,2
75v0b3,2,0,0,0
75v0b3,3,0,4,9
75v1vN,1,0,0,0
75v1vN,2,0,0,1
75v1vN,3,0,1,0
75vDPk,1,0,3,10
75vDPk,2,0,4,13
75vDPk,3,0,4,7
75vMNL,1,NA,5,20
75vMNL,2,NA,6,18
75vMNL,3,2,6,17
75vr3d,1,0,0,1
75vr3d,2,0,1,2
75vr3d,3,0,0,0
75vzmo,1,0,0,12
75vzmo,2,NA,NA,NA
75vzmo,3,0,1,6
75x8Pd,1,0,2,11
75x8Pd,2,0,2,10
75x8Pd,3,NA,4,15
75xKq3,1,0,0,4
75xKq3,2,0,0,2
75xKq3,3,0,1,2
75xQlZ,1,0,0,6
75xQlZ,2,0,0,8
75xQlZ,3,NA,NA,NA
75xRgN,1,NA,2,0
75xRgN,2,NA,2,0
75xRgN,3,0,0,0
75xZP3,1,0,0,1
75xZP3,2,0,0,6
75xZP3,3,0,1,5
75Z1o3,1,0,3,11
75Z1o3,2,0,4,10
75Z1o3,3,0,6,9
75Z4nZ,1,0,0,0
75Z4nZ,2,0,0,1
75Z4nZ,3,0,0,0
75Z5zZ,1,0,0,1
75Z5zZ,2,0,0,0
75Z5zZ,3,0,0,0
75Za5V,1,0,0,0
75Za5V,2,0,0,0
75Za5V,3,0,0,0
75ZBML,1,0,4,5
75ZBML,2,0,5,8
75ZBML,3,0,5,18
75Zd8L,1,0,3,11
75Zd8L,2,0,3,7
75Zd8L,3,NA,NA,NA
75ZddV,1,0,0,0
75ZddV,2,0,0,0
75ZddV,3,0,0,0
75ZdqJ,1,0,1,2
75ZdqJ,2,0,1,0
75ZdqJ,3,0,1,0
75ZEKP,1,NA,3,9
75ZEKP,2,NA,6,13
75ZEKP,3,NA,6,15
75ZgaV,1,0,0,1
75ZgaV,2,0,2,0
75ZgaV,3,0,1,1
75Zgkk,1,0,4,10
75Zgkk,2,0,5,7
75Zgkk,3,0,6,10
75ZgLd,1,0,0,0
75ZgLd,2,3,3,0
75ZgLd,3,0,2,15
75ZgPP,1,0,0,6
75ZgPP,2,0,0,8
75ZgPP,3,0,0,5
75Zoy3,1,0,0,0
75Zoy3,2,0,0,0
75Zoy3,3,0,0,0
75ZrMJ,1,2,4,12
75ZrMJ,2,NA,4,15
75ZrMJ,3,1,4,13
75ZY66,1,0,6,24
75ZY66,2,NA,3,1
75ZY66,3,3,6,24
75ZYLV,1,0,0,3
75ZYLV,2,0,3,1
75ZYLV,3,0,4,5
7A6Ap2,1,0,0,0
7A6Ap2,2,0,1,0
7A6Ap2,3,0,0,0
7Aary7,1,0,1,0
7Aary7,2,0,1,1
7Aary7,3,0,1,1
7AKlzm,1,0,0,5
7AKlzm,2,NA,NA,NA
7AKlzm,3,NA,NA,NA
7AKmEV,1,0,0,0
7AKmEV,2,0,0,0
7AKmEV,3,1,0,0
7AKQx6,1,0,0,5
7AKQx6,2,0,0,2
7AKQx6,3,0,0,5
7AL1op,1,2,4,21
7AL1op,2,2,1,18
7AL1op,3,1,0,14
7AL3Py,1,0,2,4
7AL3Py,2,0,2,5
7AL3Py,3,0,1,0
7ALbay,1,0,1,1
7ALbay,2,NA,NA,NA
7ALbay,3,0,1,3
7ALbGm,1,0,4,7
7ALbGm,2,NA,NA,NA
7ALbGm,3,0,6,3
7ALBgm,1,0,6,20
7ALBgm,2,0,5,21
7ALBgm,3,0,6,24
7ALBMk,1,0,2,16
7ALBMk,2,NA,NA,NA
7ALBMk,3,NA,NA,NA
7ALl8V,1,0,0,0
7ALl8V,2,0,0,0
7ALl8V,3,0,0,0
7ALlnL,1,0,0,0
7ALlnL,2,0,0,0
7ALlnL,3,0,0,0
7ALMNN,1,0,0,12
7ALMNN,2,0,0,7
7ALMNN,3,0,0,4
7ALn5o,1,0,1,0
7ALn5o,2,0,3,0
7ALn5o,3,0,2,0
7ALnao,1,0,0,0
7ALnao,2,0,0,0
7ALnao,3,0,1,2
7ALnbO,1,0,0,0
7ALnbO,2,0,0,0
7ALnbO,3,0,0,0
7ALnDL,1,0,5,5
7ALnDL,2,0,4,5
7ALnDL,3,0,4,7
7ALnJ6,1,0,2,1
7ALnJ6,2,0,2,0
7ALnJ6,3,0,0,0
7ALnQo,1,0,1,0
7ALnQo,2,0,0,0
7ALnQo,3,0,1,0
7ALnvk,1,0,1,11
7ALnvk,2,0,3,15
7ALnvk,3,0,4,20
7ALnwL,1,0,1,3
7ALnwL,2,0,1,0
7ALnwL,3,0,0,2
7ALnxm,1,0,5,9
7ALnxm,2,0,6,8
7ALnxm,3,0,0,7
7ALO6N,1,0,1,2
7ALO6N,2,0,1,2
7ALO6N,3,0,0,2
7ALORy,1,0,4,7
7ALORy,2,0,0,8
7ALORy,3,0,1,8
7ALw1E,1,0,1,5
7ALw1E,2,0,4,2
7ALw1E,3,0,1,5
7AP05o,1,0,4,8
7AP05o,2,0,5,3
7AP05o,3,0,3,3
7APazk,1,2,4,5
7APazk,2,2,5,15
7APazk,3,4,4,11
7APD4O,1,0,1,2
7APD4O,2,0,0,9
7APD4O,3,0,0,0
7APmAV,1,0,0,0
7APmAV,2,0,0,0
