"time" "cortisol" "sint" "cost" "pig" "litter" "treat"
14 106.91135146 -0.50000035 -0.866025202 "17111" "7" "1"
14.5 63.180771093 -0.608761761 -0.793353085 "17111" "7" "1"
15 53.946887622 -0.707107087 -0.707106475 "17111" "7" "1"
15.5 199.73670016 -0.793353613 -0.608761074 "17111" "7" "1"
16 124.33754445 -0.866025635 -0.4999996 "17111" "7" "1"
16.5 114.89285518 -0.923879715 -0.382682992 "17111" "7" "1"
17 88.411318608 -0.965925953 -0.258818571 "17111" "7" "1"
17.5 88.146482106 -0.991444927 -0.130525691 "17111" "7" "1"
18 92.203676035 -1 5.1961531e-07 "17111" "7" "1"
18.5 58.264908523 -0.991444792 0.1305267217 "17111" "7" "1"
19 54.325840624 -0.965925684 0.2588195749 "17111" "7" "1"
19.5 42.56362435 -0.923879317 0.3826839524 "17111" "7" "1"
20 43.772247595 -0.866025115 0.5000005 "17111" "7" "1"
20.5 41.554258208 -0.79335298 0.6087618985 "17111" "7" "1"
21 41.181947794 -0.707106353 0.7071072098 "17111" "7" "1"
21.5 41.637449888 -0.608760937 0.7933537181 "17111" "7" "1"
22 45.74122637 -0.49999945 0.8660257213 "17111" "7" "1"
22.5 41.388373167 -0.382682832 0.9238797811 "17111" "7" "1"
23 41.264394109 -0.258818404 0.9659259981 "17111" "7" "1"
23.5 36.598234444 -0.13052552 0.9914449499 "17111" "7" "1"
24 54.598150033 6.9282041e-07 1 "17111" "7" "1"
24.5 59.620531321 0.1305268934 0.9914447691 "17111" "7" "1"
25 50.249470019 0.2588197422 0.9659256395 "17111" "7" "1"
25.5 73.921225062 0.3826841125 0.9238792508 "17111" "7" "1"
26 81.125715929 0.50000065 0.8660250285 "17111" "7" "1"
26.5 83.679999974 0.6087620359 0.7933528746 "17111" "7" "1"
27 73.626130744 0.7071073323 0.7071062301 "17111" "7" "1"
27.5 138.79527421 0.7933538236 0.6087607992 "17111" "7" "1"
28 86.834151956 0.8660258079 0.4999993 "17111" "7" "1"
28.5 107.33985329 0.9238798474 0.3826826723 "17111" "7" "1"
29 465.4478219 0.965926043 0.2588182365 "17111" "7" "1"
29.5 356.02466067 0.9914449725 0.1305253479 "17111" "7" "1"
30 118.03722018 1 -8.660255e-07 "17111" "7" "1"
30.5 88.854482187 0.9914447465 -0.130527065 "17111" "7" "1"
31 60.642744548 0.9659255947 -0.25881991 "17111" "7" "1"
31.5 153.0860222 0.9238791845 -0.382684272 "17111" "7" "1"
32 74.069215453 0.8660249419 -0.5000008 "17111" "7" "1"
32.5 138.79527421 0.7933527692 -0.608762173 "17111" "7" "1"
33 123.10036521 0.7071061076 -0.707107455 "17111" "7" "1"
33.5 191.71310313 0.6087606618 -0.793353929 "17111" "7" "1"
34 113.06919766 0.49999915 -0.866025895 "17111" "7" "1"
34.5 NA 0.3826825122 -0.923879914 "17111" "7" "1"
35 142.45127337 0.2588180692 -0.965926088 "17111" "7" "1"
35.5 NA 0.1305251762 -0.991444995 "17111" "7" "1"
36 NA -1.039231e-06 -1 "17111" "7" "1"
14 186.60610408 -0.50000035 -0.866025202 "18111" "8" "1"
14.5 140.05006979 -0.608761761 -0.793353085 "18111" "8" "1"
15 103.95935443 -0.707107087 -0.707106475 "18111" "8" "1"
15.5 94.916731812 -0.793353613 -0.608761074 "18111" "8" "1"
16 81.532360273 -0.866025635 -0.4999996 "18111" "8" "1"
16.5 110.83027754 -0.923879715 -0.382682992 "18111" "8" "1"
17 88.765672117 -0.965925953 -0.258818571 "18111" "8" "1"
17.5 54.325840624 -0.991444927 -0.130525691 "18111" "8" "1"
18 53.196893405 -1 5.1961531e-07 "18111" "8" "1"
18.5 46.293427668 -0.991444792 0.1305267217 "18111" "8" "1"
19 47.181411931 -0.965925684 0.2588195749 "18111" "8" "1"
19.5 40.16516188 -0.923879317 0.3826839524 "18111" "8" "1"
20 38.474666049 -0.866025115 0.5000005 "18111" "8" "1"
20.5 44.035670559 -0.79335298 0.6087618985 "18111" "8" "1"
21 43.772247595 -0.707106353 0.7071072098 "18111" "8" "1"
21.5 44.035670559 -0.608760937 0.7933537181 "18111" "8" "1"
22 37.599847705 -0.49999945 0.8660257213 "18111" "8" "1"
22.5 26.416795472 -0.382682832 0.9238797811 "18111" "8" "1"
23 22.691717725 -0.258818404 0.9659259981 "18111" "8" "1"
23.5 NA -0.13052552 0.9914449499 "18111" "8" "1"
24 44.790676324 6.9282041e-07 1 "18111" "8" "1"
24.5 43.859879693 0.1305268934 0.9914447691 "18111" "8" "1"
25 39.488125245 0.2588197422 0.9659256395 "18111" "8" "1"
25.5 NA 0.3826841125 0.9238792508 "18111" "8" "1"
26 NA 0.50000065 0.8660250285 "18111" "8" "1"
26.5 NA 0.6087620359 0.7933528746 "18111" "8" "1"
27 NA 0.7071073323 0.7071062301 "18111" "8" "1"
27.5 NA 0.7933538236 0.6087607992 "18111" "8" "1"
28 NA 0.8660258079 0.4999993 "18111" "8" "1"
28.5 NA 0.9238798474 0.3826826723 "18111" "8" "1"
29 71.307392238 0.965926043 0.2588182365 "18111" "8" "1"
29.5 NA 0.9914449725 0.1305253479 "18111" "8" "1"
30 57.800648769 1 -8.660255e-07 "18111" "8" "1"
30.5 75.792549783 0.9914447465 -0.130527065 "18111" "8" "1"
31 59.32317268 0.9659255947 -0.25881991 "18111" "8" "1"
31.5 163.3671301 0.9238791845 -0.382684272 "18111" "8" "1"
32 102.82206808 0.8660249419 -0.5000008 "18111" "8" "1"
32.5 75.188628292 0.7933527692 -0.608762173 "18111" "8" "1"
33 NA 0.7071061076 -0.707107455 "18111" "8" "1"
33.5 65.431251761 0.6087606618 -0.793353929 "18111" "8" "1"
34 57.800648769 0.49999915 -0.866025895 "18111" "8" "1"
34.5 53.892967699 0.3826825122 -0.923879914 "18111" "8" "1"
35 47.228616941 0.2588180692 -0.965926088 "18111" "8" "1"
35.5 51.008893506 0.1305251762 -0.991444995 "18111" "8" "1"
36 NA -1.039231e-06 -1 "18111" "8" "1"
14 115.12287083 -0.50000035 -0.866025202 "27121" "7" "2"
14.5 113.63595938 -0.608761761 -0.793353085 "27121" "7" "2"
15 92.665848885 -0.707107087 -0.707106475 "27121" "7" "2"
15.5 89.478645585 -0.793353613 -0.608761074 "27121" "7" "2"
16 67.626505541 -0.866025635 -0.4999996 "27121" "7" "2"
16.5 46.946093657 -0.923879715 -0.382682992 "27121" "7" "2"
17 60.27997747 -0.965925953 -0.258818571 "27121" "7" "2"
17.5 55.701105827 -0.991444927 -0.130525691 "27121" "7" "2"
18 60.099408526 -1 5.1961531e-07 "27121" "7" "2"
18.5 64.199793874 -0.991444792 0.1305267217 "27121" "7" "2"
19 54.380193636 -0.965925684 0.2588195749 "27121" "7" "2"
19.5 47.465351369 -0.923879317 0.3826839524 "27121" "7" "2"
20 59.56094059 -0.866025115 0.5000005 "27121" "7" "2"
20.5 47.990352446 -0.79335298 0.6087618985 "27121" "7" "2"
21 49.057839503 -0.707106353 0.7071072098 "27121" "7" "2"
21.5 53.090605941 -0.608760937 0.7933537181 "27121" "7" "2"
22 50.249470019 -0.49999945 0.8660257213 "27121" "7" "2"
22.5 81.288129721 -0.382682832 0.9238797811 "27121" "7" "2"
23 54.380193636 -0.258818404 0.9659259981 "27121" "7" "2"
23.5 52.195693944 -0.13052552 0.9914449499 "27121" "7" "2"
24 108.09386824 6.9282041e-07 1 "27121" "7" "2"
24.5 87.970365317 0.1305268934 0.9914447691 "27121" "7" "2"
25 77.401023189 0.2588197422 0.9659256395 "27121" "7" "2"
25.5 105.21438179 0.3826841125 0.9238792508 "27121" "7" "2"
26 156.33482167 0.50000065 0.8660250285 "27121" "7" "2"
26.5 112.50526269 0.6087620359 0.7933528746 "27121" "7" "2"
27 75.038401312 0.7071073323 0.7071062301 "27121" "7" "2"
27.5 139.63054917 0.7933538236 0.6087607992 "27121" "7" "2"
28 122.85441052 0.8660258079 0.4999993 "27121" "7" "2"
28.5 87.356723013 0.9238798474 0.3826826723 "27121" "7" "2"
29 121.63198871 0.965926043 0.2588182365 "27121" "7" "2"
29.5 193.0598028 0.9914449725 0.1305253479 "27121" "7" "2"
30 114.31982468 1 -8.660255e-07 "27121" "7" "2"
30.5 54.926723669 0.9914447465 -0.130527065 "27121" "7" "2"
31 161.41844006 0.9659255947 -0.25881991 "27121" "7" "2"
31.5 137.2768926 0.9238791845 -0.382684272 "27121" "7" "2"
32 61.497713792 0.8660249419 -0.5000008 "27121" "7" "2"
32.5 374.27843536 0.7933527692 -0.608762173 "27121" "7" "2"
33 NA 0.7071061076 -0.707107455 "27121" "7" "2"
33.5 NA 0.6087606618 -0.793353929 "27121" "7" "2"
34 NA 0.49999915 -0.866025895 "27121" "7" "2"
34.5 NA 0.3826825122 -0.923879914 "27121" "7" "2"
35 NA 0.2588180692 -0.965926088 "27121" "7" "2"
35.5 NA 0.1305251762 -0.991444995 "27121" "7" "2"
36 NA -1.039231e-06 -1 "27121" "7" "2"
14 210.60829787 -0.50000035 -0.866025202 "28121" "8" "2"
14.5 113.97737913 -0.608761761 -0.793353085 "28121" "8" "2"
15 126.09051222 -0.707107087 -0.707106475 "28121" "8" "2"
15.5 220.52255943 -0.793353613 -0.608761074 "28121" "8" "2"
16 127.35774293 -0.866025635 -0.4999996 "28121" "8" "2"
16.5 64.97483233 -0.923879715 -0.382682992 "28121" "8" "2"
17 105.63608216 -0.965925953 -0.258818571 "28121" "8" "2"
17.5 103.64794372 -0.991444927 -0.130525691 "28121" "8" "2"
18 106.27180391 -1 5.1961531e-07 "28121" "8" "2"
18.5 58.090375727 -0.991444792 0.1305267217 "28121" "8" "2"
19 53.303393657 -0.965925684 0.2588195749 "28121" "8" "2"
19.5 66.686331041 -0.923879317 0.3826839524 "28121" "8" "2"
20 36.561654502 -0.866025115 0.5000005 "28121" "8" "2"
20.5 37.826124945 -0.79335298 0.6087618985 "28121" "8" "2"
21 39.056136163 -0.707106353 0.7071072098 "28121" "8" "2"
21.5 91.835597978 -0.608760937 0.7933537181 "28121" "8" "2"
22 83.847527445 -0.49999945 0.8660257213 "28121" "8" "2"
22.5 37.712816617 -0.382682832 0.9238797811 "28121" "8" "2"
23 48.134539676 -0.258818404 0.9659259981 "28121" "8" "2"
23.5 32.655065854 -0.13052552 0.9914449499 "28121" "8" "2"
24 29.874342451 6.9282041e-07 1 "28121" "8" "2"
24.5 31.816976515 0.1305268934 0.9914447691 "28121" "8" "2"
25 21.073155936 0.2588197422 0.9659256395 "28121" "8" "2"
25.5 25.003104571 0.3826841125 0.9238792508 "28121" "8" "2"
26 25.919614534 0.50000065 0.8660250285 "28121" "8" "2"
26.5 90.107193455 0.6087620359 0.7933528746 "28121" "8" "2"
27 57.168325785 0.7071073323 0.7071062301 "28121" "8" "2"
27.5 138.9341389 0.7933538236 0.6087607992 "28121" "8" "2"
28 92.295925829 0.8660258079 0.4999993 "28121" "8" "2"
28.5 84.690209105 0.9238798474 0.3826826723 "28121" "8" "2"
29 99.484315642 0.965926043 0.2588182365 "28121" "8" "2"
29.5 171.22868462 0.9914449725 0.1305253479 "28121" "8" "2"
30 117.21384482 1 -8.660255e-07 "28121" "8" "2"
30.5 83.262644232 0.9914447465 -0.130527065 "28121" "8" "2"
31 53.731531072 0.9659255947 -0.25881991 "28121" "8" "2"
31.5 102.7192974 0.9238791845 -0.382684272 "28121" "8" "2"
32 57.742877011 0.8660249419 -0.5000008 "28121" "8" "2"
32.5 88.32295148 0.7933527692 -0.608762173 "28121" "8" "2"
33 149.90473615 0.7071061076 -0.707107455 "28121" "8" "2"
33.5 55.423295402 0.6087606618 -0.793353929 "28121" "8" "2"
34 55.756834792 0.49999915 -0.866025895 "28121" "8" "2"
34.5 64.392682443 0.3826825122 -0.923879914 "28121" "8" "2"
35 67.154772992 0.2588180692 -0.965926088 "28121" "8" "2"
35.5 59.50140942 0.1305251762 -0.991444995 "28121" "8" "2"
36 NA -1.039231e-06 -1 "28121" "8" "2"
14 52.667575472 -0.50000035 -0.866025202 "31111" "1" "1"
14.5 72.096103512 -0.608761761 -0.793353085 "31111" "1" "1"
15 45.695508007 -0.707107087 -0.707106475 "31111" "1" "1"
15.5 34.952849636 -0.793353613 -0.608761074 "31111" "1" "1"
16 85.199877837 -0.866025635 -0.4999996 "31111" "1" "1"
16.5 66.486571836 -0.923879715 -0.382682992 "31111" "1" "1"
17 29.224283781 -0.965925953 -0.258818571 "31111" "1" "1"
17.5 32.201080246 -0.991444927 -0.130525691 "31111" "1" "1"
18 NA -1 5.1961531e-07 "31111" "1" "1"
18.5 34.39805424 -0.991444792 0.1305267217 "31111" "1" "1"
19 43.816041736 -0.965925684 0.2588195749 "31111" "1" "1"
19.5 59.620531321 -0.923879317 0.3826839524 "31111" "1" "1"
20 38.436210614 -0.866025115 0.5000005 "31111" "1" "1"
20.5 29.136742308 -0.79335298 0.6087618985 "31111" "1" "1"
